index,o_place,d_place,year,month,day,cnt,o_lat,o_lon,d_lat,d_lon
196,37119,37025,2020,1,1,33,35.227,-80.827,35.41,-80.612
239,39123,39123,2020,1,1,7,41.529,-83.114,41.529,-83.114
462,13277,13277,2020,1,1,12,31.452,-83.508,31.462,-83.514
538,48201,48347,2020,1,1,4,29.795,-95.374,31.614,-94.649
1353,22087,53033,2020,1,1,1,29.983,-90.011,47.443,-122.296
1496,45055,45055,2020,1,1,13,34.227,-80.678,34.225,-80.686
1550,17019,17201,2020,1,1,1,40.111,-88.207,42.271,-89.094
1816,53053,53037,2020,1,1,12,47.159,-122.42,47.249,-120.853
2097,34039,34027,2020,1,1,6,40.648,-74.295,40.825,-74.441
2211,55085,55085,2020,1,1,2,45.642,-89.424,45.642,-89.424
2376,19163,17041,2020,1,1,1,41.558,-90.469,39.824,-88.328
2388,37051,37155,2020,1,1,1,35.055,-79.002,34.903,-79.01
2432,39035,01073,2020,1,1,2,41.424,-81.776,33.517,-86.79
3150,36061,36045,2020,1,1,1,40.781,-73.969,44.042,-75.765
3192,22019,13319,2020,1,1,1,30.238,-92.997,32.678,-83.174
3550,55079,55129,2020,1,1,1,42.96,-87.873,46.099,-91.831
3721,48491,22019,2020,1,1,1,30.658,-97.684,30.203,-93.198
4606,22121,22087,2020,1,1,1,30.47,-91.229,29.983,-90.011
4650,01109,01081,2020,1,1,1,31.807,-85.974,32.647,-85.389
4878,06081,17031,2020,1,1,1,37.679,-122.453,41.834,-87.732
5020,34031,36005,2020,1,1,1,40.915,-74.168,40.85,-73.849
5396,27123,27049,2020,1,1,1,45.077,-93.187,44.566,-92.537
5398,18093,18093,2020,1,1,3,38.773,-86.479,38.773,-86.479
5575,27007,27007,2020,1,1,5,47.486,-94.885,47.486,-94.885
5724,27079,27019,2020,1,1,1,44.382,-93.868,44.816,-93.604
6045,08043,08043,2020,1,1,6,38.408,-105.173,38.408,-105.173
6279,21111,21211,2020,1,1,1,38.108,-85.583,38.2,-85.217
7880,48153,06037,2020,1,1,1,34.031,-101.376,34.013,-118.41
7941,21117,21117,2020,1,1,87,39.011,-84.541,39.009,-84.545
7984,20015,20159,2020,1,1,5,37.695,-97.047,38.498,-98.32
8709,36005,34035,2020,1,1,1,40.85,-73.849,40.653,-74.452
9320,13247,45085,2020,1,1,1,33.664,-83.987,33.937,-80.403
9881,46081,05119,2020,1,1,1,44.353,-103.761,34.722,-92.342
9931,51660,37123,2020,1,1,1,38.438,-78.871,35.17,-79.861
9941,22099,22057,2020,1,1,1,29.735,-91.138,29.795,-90.833
9971,32003,29095,2020,1,1,3,36.093,-115.135,38.939,-94.55
10060,06001,26163,2020,1,1,1,37.716,-122.066,42.353,-83.099
10129,06115,06061,2020,1,1,1,39.05,-121.512,38.777,-121.166
10137,06085,06071,2020,1,1,1,37.331,-121.874,34.088,-117.292
10318,17197,34039,2020,1,1,1,41.352,-87.624,40.662,-74.197
10473,01051,28059,2020,1,1,1,32.446,-86.067,30.437,-88.775
10596,48283,48095,2020,1,1,2,28.437,-99.236,31.169,-100.077
11270,55035,55073,2020,1,1,3,44.82,-91.51,44.901,-89.569
11330,36067,42117,2020,1,1,1,43.163,-76.221,41.807,-77.072
11603,36027,34017,2020,1,1,1,42.045,-73.862,40.733,-74.01
11754,06037,19153,2020,1,1,2,33.915,-118.284,41.588,-93.706
11854,06057,36061,2020,1,1,2,39.327,-120.199,40.741,-73.995
12054,55077,55097,2020,1,1,1,43.727,-89.471,44.54,-89.549
13234,18029,36047,2020,1,1,1,38.997,-85.065,40.655,-73.949
13722,01043,01043,2020,1,1,9,34.17,-86.855,34.17,-86.855
14073,41039,53033,2020,1,1,2,44.139,-122.627,47.538,-122.18
14356,29163,34009,2020,1,1,1,39.562,-91.243,39.18,-74.844
14855,41047,41067,2020,1,1,6,45.009,-122.989,45.465,-122.837
15100,12095,12111,2020,1,1,1,28.424,-81.465,27.301,-80.345
15552,17043,37081,2020,1,1,1,41.746,-87.926,36.099,-79.542
15572,36061,54097,2020,1,1,1,40.781,-73.969,38.92,-80.182
15638,29199,39093,2020,1,1,1,40.565,-92.122,41.471,-81.97
15657,08059,20041,2020,1,1,1,39.778,-105.134,38.92,-97.217
15738,49017,49039,2020,1,1,1,37.642,-112.08,39.5,-111.547
15748,48139,48453,2020,1,1,3,32.352,-96.88,30.318,-97.767
15886,21071,47037,2020,1,1,1,37.543,-82.762,36.2,-86.792
16607,22009,13063,2020,1,1,1,30.857,-91.879,33.641,-84.442
16915,42069,42049,2020,1,1,1,41.353,-75.685,42.129,-80.085
18060,06107,06051,2020,1,1,1,35.845,-118.611,37.637,-118.985
18080,31157,20159,2020,1,1,1,41.875,-103.674,38.498,-98.32
18085,08037,09003,2020,1,1,1,39.655,-106.829,41.764,-72.685
18102,53011,53037,2020,1,1,7,45.7,-122.584,47.273,-120.882
18351,47037,36117,2020,1,1,1,36.165,-86.784,43.215,-77.28
18829,23007,23005,2020,1,1,1,45.054,-70.309,43.834,-70.119
19056,28139,28139,2020,1,1,3,34.738,-88.946,34.738,-88.946
19125,31079,06019,2020,1,1,1,40.931,-98.35,37.269,-119.307
19160,55139,55109,2020,1,1,1,44.025,-88.543,44.975,-92.757
19171,48027,48491,2020,1,1,6,31.055,-97.651,30.667,-97.685
19350,29095,37183,2020,1,1,1,39.1,-94.559,35.844,-78.658
19355,22117,22117,2020,1,1,18,30.79,-89.911,30.79,-89.911
19362,37041,37123,2020,1,1,1,36.068,-76.612,35.17,-79.861
19793,27147,27027,2020,1,1,1,44.086,-93.226,46.874,-96.768
19971,17147,29095,2020,1,1,1,40.155,-88.645,39.109,-94.571
20660,12103,26125,2020,1,1,1,27.993,-82.755,42.754,-83.266
20897,06083,41013,2020,1,1,1,34.932,-120.42,44.145,-120.583
21382,10001,51710,2020,1,1,1,38.996,-75.459,36.895,-76.256
21409,34023,24003,2020,1,1,1,40.565,-74.494,39.22,-76.608
21475,47155,37021,2020,1,1,1,35.799,-83.578,35.541,-82.553
21765,42095,42089,2020,1,1,2,40.687,-75.461,40.918,-75.285
22319,40143,48453,2020,1,1,2,36.109,-95.914,30.323,-97.755
22389,48329,48439,2020,1,1,1,31.994,-102.105,32.574,-97.117
22506,06113,06017,2020,1,1,2,38.559,-121.722,38.893,-119.987
22769,45019,45063,2020,1,1,1,32.848,-79.837,33.992,-81.101
23136,24033,37127,2020,1,1,1,38.994,-76.887,35.972,-77.812
23161,19055,19055,2020,1,1,1,42.494,-91.452,42.494,-91.452
23175,16001,16039,2020,1,1,2,43.472,-116.122,43.35,-115.579
23260,47081,47157,2020,1,1,1,35.642,-87.545,35.23,-89.815
23587,55127,17021,2020,1,1,1,42.547,-88.575,39.739,-89.267
23655,24033,24025,2020,1,1,1,38.929,-76.795,39.58,-76.467
23942,35019,06071,2020,1,1,1,34.828,-104.363,34.912,-114.909
24934,51810,37123,2020,1,1,1,36.803,-76.07,35.17,-79.861
24947,21065,42085,2020,1,1,1,37.643,-84.028,41.235,-80.489
25178,12093,12093,2020,1,1,4,27.23,-80.817,27.23,-80.817
25238,55097,55141,2020,1,1,1,44.54,-89.549,44.38,-89.809
25368,29189,39015,2020,1,1,1,38.737,-90.312,38.839,-83.815
25381,36061,47119,2020,1,1,1,40.793,-73.972,35.616,-87.034
25512,26081,26077,2020,1,1,4,42.931,-85.597,42.224,-85.592
25532,17031,08037,2020,1,1,1,41.575,-87.559,39.661,-106.828
25800,04009,06071,2020,1,1,1,32.891,-109.835,34.549,-117.421
26018,21071,21159,2020,1,1,1,37.727,-82.769,37.778,-82.475
26036,13059,13135,2020,1,1,2,33.956,-83.4,33.964,-83.947
26062,47125,47165,2020,1,1,1,36.551,-87.322,36.373,-86.465
26851,18085,18183,2020,1,1,1,41.175,-85.821,41.023,-85.654
27254,21111,18097,2020,1,1,3,38.221,-85.622,39.78,-86.143
27645,06053,06037,2020,1,1,6,36.172,-120.83,34.085,-118.218
27751,51195,51163,2020,1,1,1,36.867,-82.78,38.003,-79.421
28092,13121,17197,2020,1,1,1,33.757,-84.389,41.652,-88.125
28223,50015,50007,2020,1,1,1,44.562,-72.598,44.476,-73.212
28244,36093,36057,2020,1,1,1,42.808,-73.936,42.939,-74.189
28253,36105,42115,2020,1,1,1,41.647,-74.874,41.974,-76.081
28751,42101,01101,2020,1,1,1,39.878,-75.238,32.379,-86.312
29388,48181,48121,2020,1,1,2,33.547,-96.766,33.26,-96.885
29591,19013,17097,2020,1,1,1,42.516,-92.453,42.17,-87.946
29650,31055,31109,2020,1,1,8,41.251,-96.017,40.81,-96.686
29671,48113,04013,2020,1,1,3,32.851,-96.8,33.438,-112.01
30084,32003,06019,2020,1,1,31,36.114,-115.171,37.253,-119.322
30359,18121,18141,2020,1,1,1,39.657,-87.398,41.662,-86.159
30422,51013,21093,2020,1,1,1,38.881,-77.102,37.822,-85.768
30454,19135,19169,2020,1,1,1,41.023,-92.805,41.938,-93.39
30581,47155,47035,2020,1,1,1,35.704,-83.545,36.009,-85.006
30825,42101,25017,2020,1,1,2,40.005,-75.118,42.434,-71.13
31513,53041,48029,2020,1,1,1,46.432,-122.484,29.424,-98.488
31663,39043,39077,2020,1,1,1,41.327,-82.52,41.06,-82.469
31696,36047,09003,2020,1,1,3,40.673,-73.941,41.698,-72.78
31839,42103,42077,2020,1,1,1,41.121,-75.044,40.592,-75.484
31921,06029,06019,2020,1,1,46,35.354,-118.966,37.188,-119.362
32623,12011,25025,2020,1,1,1,26.157,-80.295,42.314,-71.089
32632,48119,05031,2020,1,1,1,33.327,-95.731,35.829,-90.697
33317,51750,51155,2020,1,1,1,37.118,-80.555,37.145,-80.577
33699,34007,36061,2020,1,1,1,39.867,-75.051,40.781,-73.969
34119,42077,42091,2020,1,1,1,40.529,-75.394,40.011,-75.28
34376,47125,51810,2020,1,1,1,36.551,-87.322,36.803,-76.07
34387,39097,54097,2020,1,1,1,39.961,-83.487,38.92,-80.182
34615,53033,48157,2020,1,1,1,47.615,-122.331,29.722,-95.779
35312,11001,39035,2020,1,1,1,38.899,-77.014,41.496,-81.705
35704,46113,46113,2020,1,1,1,43.026,-102.546,43.026,-102.546
35830,48383,48383,2020,1,1,2,31.193,-101.458,31.193,-101.458
35888,39113,48265,2020,1,1,1,39.738,-84.179,30.153,-99.341
35893,32031,06059,2020,1,1,1,39.541,-119.752,33.708,-117.862
36141,56033,06037,2020,1,1,1,44.765,-106.942,33.765,-118.189
36613,39019,39151,2020,1,1,1,40.691,-81.186,40.744,-81.363
36697,06037,06025,2020,1,1,2,34.004,-118.299,32.892,-115.46
36797,34015,34033,2020,1,1,2,39.765,-75.237,39.648,-75.473
37084,36011,36011,2020,1,1,17,42.939,-76.564,42.934,-76.561
37375,48241,48095,2020,1,1,2,30.924,-94.004,31.169,-100.077
37720,51685,51685,2020,1,1,8,38.771,-77.45,38.771,-77.45
38373,45051,48339,2020,1,1,1,33.703,-78.879,30.181,-95.54
38580,13077,13077,2020,1,1,42,33.371,-84.748,33.369,-84.757
39211,13089,13015,2020,1,1,1,33.811,-84.162,34.196,-84.792
39825,19059,19059,2020,1,1,1,43.412,-95.11,43.416,-95.101
40158,17161,17103,2020,1,1,1,41.442,-90.549,41.859,-89.48
40167,06081,06041,2020,1,1,1,37.552,-122.315,37.94,-122.527
40238,18097,18157,2020,1,1,7,39.792,-86.122,40.439,-86.902
40256,48265,48135,2020,1,1,1,30.103,-99.036,31.874,-102.344
40270,13045,01015,2020,1,1,1,33.58,-85.069,33.762,-85.884
40591,49037,04017,2020,1,1,1,37.419,-110.279,35.694,-110.461
40634,45013,01037,2020,1,1,1,32.19,-80.749,33.041,-86.276
40842,46099,27013,2020,1,1,1,43.541,-96.731,44.165,-93.999
41047,31095,20053,2020,1,1,1,40.245,-97.196,38.737,-98.371
41097,22005,26081,2020,1,1,1,30.251,-90.762,42.956,-85.641
41276,53037,53025,2020,1,1,1,46.993,-120.54,47.31,-119.549
41304,51700,37183,2020,1,1,1,36.989,-76.408,35.777,-78.636
41421,13051,13109,2020,1,1,1,31.987,-81.074,32.159,-81.906
41628,48113,06071,2020,1,1,1,32.814,-96.762,34.167,-117.29
41735,06097,06041,2020,1,1,8,38.268,-122.625,38.061,-122.559
41804,47163,36061,2020,1,1,1,36.509,-82.588,40.768,-73.952
41827,51760,51830,2020,1,1,1,37.541,-77.436,37.271,-76.707
42188,48157,48167,2020,1,1,3,29.607,-95.582,29.309,-94.883
42209,34025,34021,2020,1,1,3,40.309,-74.235,40.283,-74.665
42237,13121,13057,2020,1,1,6,33.967,-84.331,34.131,-84.487
42984,39043,39093,2020,1,1,1,41.409,-82.362,41.4,-82.215
43109,49043,49039,2020,1,1,1,40.653,-111.499,39.5,-111.547
43422,51019,51019,2020,1,1,6,37.36,-79.263,37.36,-79.263
43505,28135,28135,2020,1,1,2,34.007,-90.055,34.007,-90.055
43645,21093,28035,2020,1,1,1,37.53,-86.079,31.311,-89.338
44127,37125,12081,2020,1,1,1,35.268,-79.361,27.488,-82.578
44137,41067,41003,2020,1,1,1,45.555,-122.837,44.569,-123.279
44997,42069,42035,2020,1,1,5,41.405,-75.637,41.118,-77.605
45034,32003,06071,2020,1,1,36,36.067,-115.174,34.74,-116.872
45322,41051,41067,2020,1,1,59,45.529,-122.637,45.469,-122.832
45618,22033,22125,2020,1,1,39,30.467,-91.097,30.937,-91.401
45790,13121,06013,2020,1,1,1,33.767,-84.433,37.857,-122.085
46307,48493,48029,2020,1,1,4,29.08,-98.154,29.418,-98.541
46330,37161,37121,2020,1,1,1,35.36,-81.83,36.1,-82.18
46594,06013,06095,2020,1,1,7,37.953,-122.177,38.146,-122.177
47087,48039,48005,2020,1,1,1,29.156,-95.423,31.332,-94.733
47109,16001,16045,2020,1,1,1,43.598,-116.238,43.871,-116.495
47137,24029,24029,2020,1,1,2,39.214,-76.072,39.214,-76.072
47153,42101,36005,2020,1,1,1,40.005,-75.118,40.85,-73.849
47209,04005,06111,2020,1,1,1,36.1,-111.122,34.188,-118.919
47582,48029,48187,2020,1,1,18,29.44,-98.498,29.579,-98.226
47782,05045,04013,2020,1,1,1,35.073,-92.431,33.553,-112.125
48044,42041,42101,2020,1,1,1,40.226,-76.9,40.005,-75.118
48805,20197,29095,2020,1,1,1,38.936,-96.304,39.1,-94.559
48922,22087,28035,2020,1,1,3,29.983,-90.011,31.221,-89.316
49104,48475,48371,2020,1,1,1,31.579,-102.889,30.892,-102.886
49601,13131,13131,2020,1,1,3,30.874,-84.202,30.874,-84.202
49728,32003,04013,2020,1,1,21,36.071,-115.154,33.51,-112.164
50077,49003,49003,2020,1,1,8,41.492,-112.038,41.492,-112.038
50201,21111,54061,2020,1,1,2,38.196,-85.722,39.629,-79.944
50319,20037,29213,2020,1,1,1,37.406,-94.696,36.655,-93.266
50484,31055,31019,2020,1,1,1,41.265,-96.247,40.7,-99.068
50620,13063,13121,2020,1,1,24,33.57,-84.383,33.723,-84.447
50707,09001,25017,2020,1,1,2,41.137,-73.355,42.524,-71.249
50709,31055,55079,2020,1,1,1,41.276,-96.053,43.057,-87.967
50889,13213,12021,2020,1,1,1,34.699,-84.766,26.142,-81.795
51161,48365,22125,2020,1,1,1,32.158,-94.345,30.937,-91.401
51471,36001,36083,2020,1,1,10,42.71,-73.79,42.658,-73.702
51787,41005,41067,2020,1,1,9,45.389,-122.661,45.421,-122.814
52146,51600,51013,2020,1,1,1,38.853,-77.302,38.877,-77.127
52380,39077,39139,2020,1,1,1,40.994,-82.671,40.764,-82.619
52469,37101,13319,2020,1,1,1,35.513,-78.342,32.678,-83.174
52545,29017,48113,2020,1,1,1,37.292,-90.191,32.857,-96.702
52600,18177,17031,2020,1,1,1,39.745,-84.868,41.834,-87.732
52607,06073,51013,2020,1,1,1,32.634,-117.022,38.887,-77.073
52669,22073,22073,2020,1,1,122,32.524,-92.095,32.524,-92.091
52780,26049,26065,2020,1,1,4,42.843,-83.728,42.747,-84.483
52862,39069,18003,2020,1,1,1,41.39,-84.122,41.087,-85.17
52988,53021,41013,2020,1,1,1,46.246,-119.132,44.145,-120.583
53474,17119,29510,2020,1,1,1,38.688,-90.033,38.654,-90.248
53590,51109,09007,2020,1,1,1,38.04,-77.761,41.364,-72.571
53674,36119,34029,2020,1,1,1,41.069,-73.86,40.0,-74.5
54207,55079,18073,2020,1,1,1,43.039,-87.911,41.159,-87.272
54920,39061,39139,2020,1,1,1,39.145,-84.517,40.758,-82.515
55362,32003,06095,2020,1,1,1,36.061,-115.135,38.363,-121.972
55435,05139,05119,2020,1,1,2,33.214,-92.666,34.752,-92.131
55612,48061,48215,2020,1,1,16,26.129,-97.671,26.239,-98.084
55732,26165,26017,2020,1,1,1,44.315,-85.602,43.594,-83.889
55943,17183,17183,2020,1,1,17,40.204,-87.638,40.222,-87.641
56070,21021,21079,2020,1,1,1,37.639,-84.774,37.758,-84.683
56715,27163,27163,2020,1,1,72,44.94,-92.922,44.939,-92.925
57649,13121,37051,2020,1,1,1,33.784,-84.384,35.055,-79.002
57864,39115,10001,2020,1,1,1,39.478,-82.043,39.159,-75.518
58152,24031,51163,2020,1,1,1,39.02,-77.195,38.003,-79.421
58193,12086,45063,2020,1,1,1,25.782,-80.233,33.992,-81.101
58384,19153,19039,2020,1,1,1,41.572,-93.704,41.031,-93.777
58407,13121,48453,2020,1,1,1,34.038,-84.192,30.323,-97.755
58477,36081,28149,2020,1,1,1,40.744,-73.942,32.353,-90.878
58491,01081,13215,2020,1,1,2,32.56,-85.29,32.478,-84.946
58655,36055,20205,2020,1,1,1,43.1,-77.49,37.608,-95.92
58940,13255,13255,2020,1,1,7,33.236,-84.273,33.236,-84.273
59098,05047,05071,2020,1,1,1,35.494,-93.837,35.469,-93.476
59207,26065,26161,2020,1,1,3,42.733,-84.528,42.267,-83.742
59626,39047,39047,2020,1,1,4,39.545,-83.436,39.545,-83.436
59806,20125,06059,2020,1,1,1,37.329,-95.927,33.927,-117.865
60050,20057,20159,2020,1,1,2,37.759,-100.01,38.498,-98.32
60066,51139,11001,2020,1,1,1,38.73,-78.442,38.899,-77.014
60277,30047,30047,2020,1,1,2,47.699,-114.165,47.699,-114.165
60637,39035,39139,2020,1,1,1,41.496,-81.705,40.69,-82.58
60695,37067,36005,2020,1,1,1,36.087,-80.245,40.85,-73.849
60804,37119,37135,2020,1,1,1,35.209,-80.847,35.919,-79.026
61089,08013,51059,2020,1,1,1,40.024,-105.243,38.777,-77.177
61268,39049,21019,2020,1,1,1,39.98,-83.039,38.393,-82.709
61291,12057,12001,2020,1,1,1,27.997,-82.443,29.673,-82.33
61717,33015,25027,2020,1,1,3,42.795,-71.226,42.076,-71.631
61729,48171,48095,2020,1,1,2,30.276,-98.87,31.169,-100.077
62263,25025,08041,2020,1,1,1,42.36,-71.056,38.83,-104.825
62302,09005,09009,2020,1,1,7,41.732,-73.167,41.529,-72.87
62648,12051,27099,2020,1,1,1,26.762,-81.438,43.676,-92.976
63027,05047,51510,2020,1,1,1,35.604,-94.032,38.805,-77.047
63048,26145,26073,2020,1,1,1,43.28,-84.342,43.594,-84.772
63248,12095,12099,2020,1,1,5,28.489,-81.389,26.672,-80.203
63305,36043,36067,2020,1,1,2,43.0,-75.0,43.046,-76.107
63891,36081,34005,2020,1,1,3,40.671,-73.831,40.095,-74.697
63907,04025,06065,2020,1,1,1,35.203,-112.711,33.872,-116.514
64502,53007,53037,2020,1,1,3,47.576,-120.605,47.273,-120.882
64597,18167,18165,2020,1,1,1,39.458,-87.382,39.659,-87.411
64712,32003,32023,2020,1,1,180,36.105,-115.171,38.469,-117.008
64941,12095,46117,2020,1,1,1,28.502,-81.368,44.213,-100.247
65175,12011,32003,2020,1,1,1,26.18,-80.157,36.233,-115.223
65629,51710,42101,2020,1,1,1,36.895,-76.256,40.005,-75.118
66783,17095,39035,2020,1,1,1,40.733,-90.291,41.496,-81.705
67178,13121,12073,2020,1,1,2,33.749,-84.44,30.476,-84.266
67256,53061,53063,2020,1,1,1,47.908,-122.278,47.728,-117.423
67647,18089,18103,2020,1,1,1,41.638,-87.479,40.911,-86.055
67795,36081,24039,2020,1,1,1,40.669,-73.844,38.091,-75.675
67922,55059,26163,2020,1,1,1,42.565,-87.954,42.224,-83.376
68086,51550,37123,2020,1,1,4,36.763,-76.296,35.17,-79.861
68505,51520,51191,2020,1,1,1,36.607,-82.164,36.709,-81.969
68903,38059,38015,2020,1,1,2,46.83,-100.885,46.83,-100.783
68945,48189,48095,2020,1,1,1,34.189,-101.702,31.169,-100.077
69069,29207,22087,2020,1,1,1,36.641,-90.112,29.983,-90.011
69214,42029,36047,2020,1,1,1,39.882,-75.598,40.65,-73.964
69601,04013,48095,2020,1,1,3,33.319,-111.896,31.169,-100.077
69664,22071,22125,2020,1,1,1,29.928,-89.92,30.937,-91.401
69873,51107,34007,2020,1,1,1,39.047,-77.385,39.818,-74.99
70108,48183,48183,2020,1,1,64,32.496,-94.758,32.498,-94.763
70307,18033,42003,2020,1,1,1,41.369,-85.062,40.442,-80.006
70326,39049,39095,2020,1,1,3,39.987,-82.94,41.657,-83.575
70733,20123,25027,2020,1,1,1,39.288,-97.996,42.3,-71.8
70867,29203,40109,2020,1,1,1,37.104,-91.252,35.469,-97.52
72718,13153,13225,2020,1,1,1,32.583,-83.641,32.646,-83.749
72923,36087,24027,2020,1,1,1,41.118,-73.943,39.15,-76.815
72941,48459,48459,2020,1,1,6,32.612,-94.943,32.603,-94.934
72996,32019,06099,2020,1,1,1,39.589,-119.27,37.661,-120.995
73030,26147,26049,2020,1,1,1,42.971,-82.425,43.013,-83.687
73391,33011,25017,2020,1,1,11,42.792,-71.436,42.473,-71.272
73425,39045,17031,2020,1,1,1,39.89,-82.741,41.834,-87.732
73622,20007,13121,2020,1,1,1,37.062,-98.485,33.759,-84.387
74236,12095,01117,2020,1,1,1,28.503,-81.369,33.436,-86.688
74488,01095,01089,2020,1,1,2,34.345,-86.301,34.721,-86.58
74746,48183,48203,2020,1,1,1,32.503,-94.731,32.532,-94.348
74930,17201,17037,2020,1,1,3,42.281,-89.017,41.99,-88.804
75282,47013,47093,2020,1,1,1,36.397,-84.062,35.982,-83.964
75526,48455,48455,2020,1,1,3,30.939,-95.373,30.939,-95.373
76973,24031,29123,2020,1,1,1,39.145,-77.154,37.425,-90.55
76975,27141,27141,2020,1,1,9,45.349,-93.646,45.35,-93.646
77506,41039,39155,2020,1,1,1,44.052,-123.087,41.299,-80.819
78061,12095,13239,2020,1,1,1,28.502,-81.368,31.854,-84.992
78077,39153,39067,2020,1,1,1,41.081,-81.517,40.269,-80.993
78418,06017,17031,2020,1,1,1,38.893,-119.987,41.834,-87.732
78674,12069,05113,2020,1,1,1,28.802,-81.734,34.639,-94.28
78881,33017,25009,2020,1,1,1,43.137,-70.929,42.854,-70.952
78916,13001,12095,2020,1,1,1,31.837,-82.354,28.512,-81.37
79588,12015,12111,2020,1,1,1,26.908,-82.052,27.423,-80.482
79597,20037,29097,2020,1,1,2,37.406,-94.696,37.117,-94.484
79636,28043,48339,2020,1,1,1,33.715,-89.646,30.181,-95.54
79840,24031,42061,2020,1,1,1,39.05,-77.161,40.275,-78.13
79987,48329,22017,2020,1,1,1,32.005,-102.099,32.514,-93.75
80001,39017,21093,2020,1,1,1,39.404,-84.561,37.822,-85.768
80033,27053,27013,2020,1,1,4,44.985,-93.305,44.165,-94.001
80228,01105,01001,2020,1,1,1,32.631,-87.319,32.576,-86.681
80403,36103,36053,2020,1,1,10,40.883,-72.95,42.747,-75.77
80482,12103,12073,2020,1,1,2,27.809,-82.683,30.476,-84.266
81263,39099,39151,2020,1,1,2,41.065,-80.794,40.858,-81.245
81918,48037,47015,2020,1,1,1,33.456,-94.435,35.831,-85.979
82447,48261,48209,2020,1,1,1,27.121,-97.77,29.896,-97.935
82631,23005,33017,2020,1,1,2,43.797,-70.23,43.154,-70.894
82681,40145,40145,2020,1,1,3,36.015,-95.725,36.007,-95.729
82746,12105,12101,2020,1,1,1,28.128,-82.003,28.187,-82.44
82935,33017,06001,2020,1,1,1,43.187,-70.891,37.876,-122.28
82963,12095,39049,2020,1,1,2,28.44,-81.351,39.998,-82.884
83395,17105,55079,2020,1,1,1,40.892,-88.405,43.057,-87.967
83405,39001,13067,2020,1,1,1,38.782,-83.67,33.912,-84.457
83426,45079,13245,2020,1,1,1,34.085,-80.954,33.441,-82.063
83443,29037,12077,2020,1,1,1,38.818,-94.529,30.042,-85.069
83756,13009,13319,2020,1,1,5,33.104,-83.253,32.678,-83.174
83814,22089,22125,2020,1,1,6,29.952,-90.366,30.937,-91.401
83866,13121,37155,2020,1,1,1,33.767,-84.433,34.641,-79.009
84224,06071,06069,2020,1,1,1,35.745,-117.091,36.467,-120.696
84420,29077,20159,2020,1,1,1,37.137,-93.256,38.498,-98.32
84599,37191,37191,2020,1,1,32,35.364,-77.962,35.366,-77.966
84977,13055,13055,2020,1,1,1,34.546,-85.311,34.546,-85.311
86311,33011,33015,2020,1,1,9,42.854,-71.459,42.866,-71.259
86559,39103,39153,2020,1,1,3,41.107,-81.754,41.066,-81.525
86631,37139,37139,2020,1,1,13,36.299,-76.229,36.299,-76.229
86844,36103,34031,2020,1,1,1,40.793,-73.415,40.903,-74.224
87264,53033,06037,2020,1,1,9,47.519,-122.311,34.042,-118.279
87492,17089,47149,2020,1,1,1,41.957,-88.279,35.847,-86.41
87495,27025,27025,2020,1,1,5,45.451,-92.91,45.451,-92.91
87936,42079,34015,2020,1,1,1,41.33,-75.801,39.752,-75.073
88182,05051,05019,2020,1,1,1,34.487,-93.021,34.127,-93.069
88671,12057,06075,2020,1,1,2,28.076,-82.492,37.77,-122.456
88751,13121,05041,2020,1,1,1,33.767,-84.433,33.818,-91.229
88888,29095,35001,2020,1,1,1,39.015,-94.279,35.117,-106.633
89250,41019,12099,2020,1,1,1,43.231,-123.353,26.844,-80.075
89436,12095,42027,2020,1,1,1,28.463,-81.461,40.851,-77.851
89679,47037,47037,2020,1,1,1409,36.194,-86.787,36.195,-86.787
89846,12095,13121,2020,1,1,3,28.564,-81.255,33.815,-84.391
90087,12083,12105,2020,1,1,1,29.12,-82.161,28.088,-81.727
90308,48477,48477,2020,1,1,11,30.16,-96.398,30.16,-96.398
90712,51081,22069,2020,1,1,1,36.686,-77.667,31.455,-92.881
90962,17201,06047,2020,1,1,1,42.368,-89.012,37.317,-120.497
91133,42071,13319,2020,1,1,1,40.212,-76.115,32.678,-83.174
91498,29095,29131,2020,1,1,10,39.066,-94.484,38.305,-92.437
91510,17031,18063,2020,1,1,13,41.814,-87.758,39.767,-86.441
91936,17109,17109,2020,1,1,9,40.46,-90.675,40.46,-90.674
92306,17077,17181,2020,1,1,1,37.718,-89.223,37.464,-89.236
92465,40037,12095,2020,1,1,1,35.943,-96.219,28.416,-81.581
92505,51161,47015,2020,1,1,1,37.342,-79.96,35.831,-85.979
92752,45051,13319,2020,1,1,1,33.703,-78.879,32.678,-83.174
92841,51085,37119,2020,1,1,1,37.623,-77.357,35.209,-80.847
92931,39151,39049,2020,1,1,1,40.799,-81.378,39.961,-82.999
92946,27019,27053,2020,1,1,10,44.845,-93.596,44.91,-93.423
92961,29011,29011,2020,1,1,2,37.498,-94.271,37.498,-94.271
93000,13121,37039,2020,1,1,2,33.734,-84.436,35.072,-84.004
93112,48139,48093,2020,1,1,1,32.465,-96.852,31.872,-98.266
93241,34027,36005,2020,1,1,1,40.816,-74.384,40.85,-73.849
93839,20057,32003,2020,1,1,1,37.784,-99.748,36.061,-115.135
94044,13089,12031,2020,1,1,1,33.894,-84.238,30.324,-81.637
94068,06037,48029,2020,1,1,3,34.041,-118.299,29.419,-98.511
94353,36005,34021,2020,1,1,1,40.85,-73.849,40.273,-74.72
