index,o_place,d_place,year,month,day,cnt,o_lat,o_lon,d_lat,d_lon
2141186,21111,48201,2020,1,1,1,38.196,-85.722,29.838,-95.446
2141673,37195,37195,2020,1,1,30,35.739,-77.935,35.741,-77.927
2142192,47085,47043,2020,1,1,1,36.093,-87.807,36.053,-87.373
2142220,04013,48113,2020,1,1,6,33.604,-112.282,32.854,-96.818
2142315,26045,26067,2020,1,1,1,42.568,-84.826,42.878,-84.913
2142930,47163,47037,2020,1,1,1,36.512,-82.523,36.2,-86.792
2143116,12005,12005,2020,1,1,93,30.2,-85.768,30.207,-85.766
2143268,22055,22043,2020,1,1,1,30.206,-92.061,31.625,-92.41
2143414,06037,34003,2020,1,1,1,34.043,-118.267,40.845,-74.066
2143456,37119,42017,2020,1,1,1,35.209,-80.847,40.105,-74.856
2143783,18097,08031,2020,1,1,1,39.78,-86.143,39.714,-104.922
2143862,35049,35043,2020,1,1,2,35.672,-105.969,35.438,-106.405
2145218,37195,37123,2020,1,1,2,35.739,-77.931,35.17,-79.861
2145262,06109,06099,2020,1,1,2,38.011,-120.312,37.712,-120.893
2145619,08005,08069,2020,1,1,3,39.606,-104.809,40.565,-105.024
2145645,18097,24033,2020,1,1,2,39.81,-86.094,38.946,-76.817
2145782,48209,49035,2020,1,1,1,30.324,-98.18,40.694,-111.886
2145851,22029,48029,2020,1,1,2,31.486,-91.596,29.417,-98.53
2146023,18109,18007,2020,1,1,1,39.381,-86.434,40.544,-87.336
2146052,27115,27037,2020,1,1,1,46.265,-92.516,44.818,-93.167
2146126,26081,37119,2020,1,1,1,42.964,-85.652,35.223,-80.94
2146423,17031,18097,2020,1,1,7,41.853,-87.713,39.78,-86.143
2146445,34025,37063,2020,1,1,1,40.375,-74.209,35.991,-78.895
2146465,18127,18127,2020,1,1,47,41.502,-87.102,41.493,-87.104
2146658,17121,36047,2020,1,1,1,38.494,-88.721,40.655,-73.949
2147112,54003,24001,2020,1,1,1,39.406,-77.962,39.648,-78.733
2147195,48061,48095,2020,1,1,17,26.056,-97.562,31.169,-100.077
2147473,11001,06081,2020,1,1,2,38.897,-77.025,37.671,-122.436
2147474,42057,42069,2020,1,1,1,39.933,-77.999,41.495,-75.537
2147540,34039,34023,2020,1,1,17,40.643,-74.239,40.528,-74.361
2147550,39103,36061,2020,1,1,1,41.153,-81.841,40.781,-73.969
2147613,29099,29221,2020,1,1,1,38.125,-90.564,37.934,-90.763
2147650,53053,53033,2020,1,1,50,47.18,-122.369,47.453,-122.274
2147706,21211,21073,2020,1,1,1,38.2,-85.217,38.187,-84.854
2147871,09009,09015,2020,1,1,1,41.453,-72.903,41.975,-71.961
2147984,48061,25009,2020,1,1,1,26.196,-97.716,42.566,-70.858
2148027,55063,27053,2020,1,1,1,43.806,-91.209,44.971,-93.262
2148143,39155,17031,2020,1,1,1,41.215,-80.907,41.748,-87.837
2148280,21073,21093,2020,1,1,4,38.19,-84.858,37.792,-85.792
2148776,48261,48215,2020,1,1,1,27.123,-97.981,26.179,-98.009
2148940,05033,05119,2020,1,1,2,35.451,-94.342,34.752,-92.131
2149013,22055,22001,2020,1,1,2,30.206,-92.061,30.225,-92.308
2149894,25015,25015,2020,1,1,48,42.309,-72.564,42.309,-72.56
2149996,48439,47125,2020,1,1,1,32.906,-97.05,36.56,-87.303
2150036,53029,53029,2020,1,1,21,48.265,-122.617,48.269,-122.617
2150129,47157,21145,2020,1,1,1,35.14,-90.052,37.013,-88.615
2150221,34027,25027,2020,1,1,1,40.873,-74.372,42.187,-71.745
2150322,34039,34017,2020,1,1,13,40.657,-74.245,40.737,-74.054
2150406,19153,11001,2020,1,1,1,41.533,-93.65,38.899,-77.02
2150608,22119,22125,2020,1,1,1,32.608,-93.284,30.937,-91.401
2150770,36061,42091,2020,1,1,1,40.758,-73.986,40.25,-75.645
2151132,24510,24039,2020,1,1,1,39.285,-76.62,38.194,-75.692
2151817,29186,29031,2020,1,1,1,37.914,-90.005,37.317,-89.56
2151989,39093,39117,2020,1,1,3,41.33,-82.147,40.365,-82.669
2152261,01071,38029,2020,1,1,1,34.647,-86.046,46.039,-100.271
2152297,48221,48363,2020,1,1,1,32.442,-97.789,32.581,-98.067
2152464,51775,51161,2020,1,1,1,37.289,-80.081,37.342,-79.96
2152473,34041,34041,2020,1,1,27,40.768,-75.043,40.762,-75.041
2152685,06077,06005,2020,1,1,1,37.981,-121.3,38.437,-120.644
2152834,24031,24005,2020,1,1,6,39.042,-77.041,39.378,-76.672
2153348,26139,26121,2020,1,1,3,43.055,-86.09,43.237,-86.277
2153379,04013,04005,2020,1,1,20,33.516,-112.037,35.408,-111.702
2153536,49035,49039,2020,1,1,18,40.647,-111.878,39.5,-111.547
2153607,19065,19019,2020,1,1,1,42.669,-91.914,42.473,-91.887
2153643,29097,20159,2020,1,1,1,37.097,-94.498,38.498,-98.32
2153697,32031,06007,2020,1,1,1,39.512,-119.827,39.747,-121.834
2153856,08014,08035,2020,1,1,1,39.947,-105.072,39.547,-104.846
2154012,08009,06037,2020,1,1,1,37.604,-102.593,34.416,-118.503
2154235,36005,34017,2020,1,1,8,40.861,-73.855,40.761,-74.042
2155315,12071,13051,2020,1,1,1,26.631,-81.837,32.017,-81.11
2155636,36103,09009,2020,1,1,1,40.925,-72.69,41.431,-72.911
2156330,13121,12069,2020,1,1,1,33.767,-84.433,28.974,-81.57
2156338,49045,06111,2020,1,1,1,40.538,-112.299,34.267,-118.731
2156407,42101,34001,2020,1,1,2,40.005,-75.118,39.501,-74.668
2156620,18053,18035,2020,1,1,3,40.548,-85.657,40.197,-85.391
2156636,51730,51087,2020,1,1,1,37.208,-77.392,37.444,-77.333
2156651,47099,47165,2020,1,1,1,35.234,-87.34,36.391,-86.696
2156689,06059,37183,2020,1,1,1,33.746,-117.868,35.78,-78.638
2156969,48201,04021,2020,1,1,1,29.838,-95.446,32.796,-111.814
2157617,27053,27003,2020,1,1,18,44.984,-93.295,45.141,-93.257
2157881,06077,06067,2020,1,1,12,38.028,-121.297,38.444,-121.396
2158328,18057,18005,2020,1,1,1,40.05,-86.012,39.211,-85.922
2159829,25017,11001,2020,1,1,1,42.417,-71.167,38.899,-77.014
2160050,36061,36119,2020,1,1,37,40.785,-73.964,40.996,-73.816
2160386,48431,06037,2020,1,1,1,31.781,-101.189,33.889,-118.401
2160684,06067,53033,2020,1,1,1,38.562,-121.47,47.615,-122.331
2160707,37141,37141,2020,1,1,8,34.422,-77.771,34.422,-77.771
2161177,17037,17037,2020,1,1,48,41.929,-88.726,41.934,-88.727
2161398,51093,51800,2020,1,1,1,36.945,-76.842,36.81,-76.536
2161981,29189,29195,2020,1,1,1,38.671,-90.582,39.301,-93.133
2162045,12127,12117,2020,1,1,11,28.996,-81.128,28.728,-81.294
2162461,39049,20119,2020,1,1,1,39.995,-82.986,37.086,-100.55
2162606,29510,29510,2020,1,1,395,38.651,-90.247,38.65,-90.247
2162794,21111,12127,2020,1,1,1,38.196,-85.722,29.29,-81.096
2162858,12127,28089,2020,1,1,1,29.017,-81.292,32.571,-89.876
2163441,34005,34023,2020,1,1,5,40.004,-74.74,40.438,-74.481
2163669,11001,34003,2020,1,1,1,38.899,-77.014,40.945,-74.07
2163674,12009,12061,2020,1,1,1,27.921,-80.726,27.635,-80.492
2164239,53067,53037,2020,1,1,3,47.007,-122.746,47.273,-120.882
2164473,39113,39113,2020,1,1,324,39.751,-84.208,39.75,-84.207
2164754,24023,51059,2020,1,1,1,39.406,-79.383,38.805,-77.237
2164776,08031,36047,2020,1,1,1,39.714,-104.922,40.655,-73.949
2165463,55109,27163,2020,1,1,1,45.13,-92.658,44.905,-92.924
2165823,39031,39113,2020,1,1,1,40.167,-82.12,39.76,-84.197
2165918,50007,39085,2020,1,1,1,44.502,-73.082,41.699,-81.34
2165940,48203,22061,2020,1,1,1,32.528,-94.3,32.537,-92.634
2166160,39093,06075,2020,1,1,1,41.497,-82.018,37.771,-122.436
2166333,45003,45075,2020,1,1,9,33.529,-81.821,33.631,-80.927
2166791,29047,29047,2020,1,1,45,39.238,-94.497,39.235,-94.496
2166840,49049,20077,2020,1,1,1,40.249,-111.672,37.002,-98.047
2166909,12007,13089,2020,1,1,1,29.952,-82.271,33.875,-84.315
2167063,46099,46083,2020,1,1,4,43.542,-96.73,43.393,-96.715
2167866,13089,13089,2020,1,1,373,33.809,-84.264,33.811,-84.266
2169514,29183,05119,2020,1,1,1,38.8,-90.669,34.833,-92.222
2169590,39151,39151,2020,1,1,101,40.852,-81.396,40.852,-81.394
2170125,12061,12055,2020,1,1,1,27.631,-80.405,27.139,-81.189
2170588,55135,55135,2020,1,1,4,44.561,-88.758,44.564,-88.77
2170597,51177,51630,2020,1,1,1,38.317,-77.472,38.273,-77.493
2170733,37149,37149,2020,1,1,2,35.208,-82.239,35.208,-82.239
2171320,53061,41051,2020,1,1,1,47.979,-122.202,45.523,-122.676
2171333,51013,11001,2020,1,1,49,38.883,-77.099,38.897,-77.027
2171334,25021,33001,2020,1,1,1,42.113,-71.24,43.544,-71.478
2171621,20173,20113,2020,1,1,2,37.684,-97.344,38.376,-97.662
2171667,34041,34037,2020,1,1,1,40.853,-74.829,40.96,-74.713
2171842,12057,06081,2020,1,1,1,27.997,-82.443,37.617,-122.387
2171843,06073,25023,2020,1,1,1,33.226,-117.321,41.959,-70.668
2171883,34039,24510,2020,1,1,1,40.712,-74.366,39.285,-76.62
2172134,06059,04013,2020,1,1,2,33.834,-117.964,33.553,-112.125
2172232,31055,31025,2020,1,1,1,41.255,-95.932,40.916,-95.875
2172360,20091,20045,2020,1,1,2,38.986,-94.655,38.908,-95.235
2172370,36005,12011,2020,1,1,1,40.85,-73.849,26.062,-80.168
2172442,42017,34041,2020,1,1,1,40.409,-75.086,40.662,-75.109
2173129,39145,21209,2020,1,1,1,38.815,-83.102,38.272,-84.684
2173782,21111,39113,2020,1,1,2,38.196,-85.722,39.661,-84.154
2173971,12095,12023,2020,1,1,1,28.39,-81.581,30.152,-82.607
2174100,29115,29095,2020,1,1,1,39.714,-92.947,39.088,-94.378
2174482,19065,19065,2020,1,1,3,42.669,-91.914,42.669,-91.914
2174506,08069,40149,2020,1,1,1,40.367,-105.575,35.309,-98.717
2174544,39099,42019,2020,1,1,1,41.077,-80.588,40.919,-80.084
2174602,20177,29095,2020,1,1,1,39.038,-95.691,39.102,-94.581
2174890,47125,47147,2020,1,1,1,36.501,-87.246,36.462,-86.894
2175258,06025,06073,2020,1,1,5,32.866,-115.524,32.91,-117.13
2175340,12095,13153,2020,1,1,1,28.38,-81.568,32.296,-83.696
2175395,35049,08031,2020,1,1,1,35.664,-105.974,39.739,-104.984
2175859,53033,53073,2020,1,1,4,47.577,-122.286,48.776,-122.47
2176250,29097,40149,2020,1,1,1,37.097,-94.498,35.309,-98.717
2176254,34015,34029,2020,1,1,1,39.827,-75.211,39.737,-74.282
2176405,26081,12057,2020,1,1,1,42.956,-85.641,27.706,-82.433
2176441,35005,48201,2020,1,1,1,33.366,-104.537,29.838,-95.446
2176541,06085,49043,2020,1,1,1,37.331,-121.874,40.653,-111.499
2176895,13321,13321,2020,1,1,2,31.521,-83.779,31.535,-83.834
2177006,06095,06085,2020,1,1,3,38.263,-122.01,37.364,-121.892
2177052,34005,42017,2020,1,1,2,40.014,-74.872,40.138,-74.82
2177735,18013,18097,2020,1,1,1,39.173,-86.229,39.714,-86.083
2178075,39113,39149,2020,1,1,3,39.75,-84.148,40.402,-84.148
2178158,34003,34037,2020,1,1,2,40.878,-74.073,40.929,-74.658
2178699,48491,48277,2020,1,1,1,30.658,-97.684,33.664,-95.548
2179218,31001,31079,2020,1,1,1,40.604,-98.408,40.931,-98.35
2179353,12099,12011,2020,1,1,47,26.55,-80.172,26.206,-80.18
2179548,13321,12073,2020,1,1,1,31.78,-83.983,30.476,-84.266
2179674,40017,40149,2020,1,1,1,35.501,-97.742,35.309,-98.717
2179698,05111,05031,2020,1,1,2,35.539,-90.374,35.829,-90.697
2179722,45057,51013,2020,1,1,1,34.721,-80.773,38.853,-77.043
2179946,13157,13319,2020,1,1,1,34.126,-83.588,32.678,-83.174
2179947,48113,48201,2020,1,1,25,32.788,-96.82,29.82,-95.448
2180090,51510,51003,2020,1,1,1,38.815,-77.043,38.071,-78.486
2180139,39071,39117,2020,1,1,1,39.208,-83.616,40.365,-82.669
2180375,28105,48157,2020,1,1,1,33.415,-88.83,29.623,-95.562
2180531,55079,42047,2020,1,1,1,43.057,-87.967,41.457,-78.615
2180611,54061,54039,2020,1,1,1,39.629,-79.944,38.347,-81.634
2180689,06055,06081,2020,1,1,2,38.441,-122.434,37.596,-122.334
2180849,25025,33011,2020,1,1,1,42.28,-71.121,42.989,-71.459
2181374,13063,55079,2020,1,1,1,33.618,-84.355,43.142,-87.971
2181871,34013,42017,2020,1,1,1,40.717,-74.31,40.133,-74.965
2181936,45003,13073,2020,1,1,2,33.593,-81.916,33.516,-82.1
2182009,40109,40083,2020,1,1,2,35.589,-97.504,35.831,-97.434
2182254,13247,13121,2020,1,1,1,33.629,-83.978,33.757,-84.389
2182327,18125,36081,2020,1,1,1,38.492,-87.279,40.772,-73.908
2182434,21035,21093,2020,1,1,4,36.612,-88.325,37.822,-85.768
2182563,39161,39117,2020,1,1,1,40.841,-84.336,40.365,-82.669
2182967,39113,26163,2020,1,1,1,39.664,-84.248,42.315,-83.214
2182976,28135,28089,2020,1,1,1,34.007,-90.055,32.571,-89.876
2183164,42003,18035,2020,1,1,1,40.511,-79.833,40.194,-85.382
2183235,04015,06101,2020,1,1,1,35.908,-114.681,39.134,-121.606
2183536,06047,06107,2020,1,1,1,37.316,-120.472,36.319,-119.32
2183623,24039,24039,2020,1,1,2,38.194,-75.692,38.194,-75.692
2183633,13315,12057,2020,1,1,1,31.945,-83.54,27.949,-82.455
2183641,26163,37183,2020,1,1,1,42.224,-83.376,35.844,-78.658
2184603,47011,13319,2020,1,1,1,35.193,-84.866,32.678,-83.174
2184814,27169,17031,2020,1,1,1,43.915,-91.367,41.834,-87.732
2184828,34015,34011,2020,1,1,5,39.719,-75.135,39.485,-75.011
2184870,06037,04019,2020,1,1,2,33.881,-118.077,32.113,-110.824
2184884,13123,13123,2020,1,1,2,34.67,-84.451,34.676,-84.482
2185136,01073,01073,2020,1,1,504,33.531,-86.787,33.533,-86.786
2185370,49057,49019,2020,1,1,1,41.225,-112.08,39.432,-109.219
2185806,47157,05079,2020,1,1,1,35.059,-89.693,33.792,-91.68
2185908,13135,22125,2020,1,1,1,33.958,-84.129,30.937,-91.401
2186118,06083,39035,2020,1,1,1,34.421,-119.698,41.499,-81.694
2186161,24510,24027,2020,1,1,8,39.284,-76.614,39.214,-76.826
2186271,12083,12083,2020,1,1,108,29.116,-82.141,29.119,-82.141
2186384,34007,08093,2020,1,1,1,39.88,-75.048,38.998,-105.551
2186425,17121,42101,2020,1,1,1,38.484,-88.827,40.105,-75.032
2186490,06037,53061,2020,1,1,1,34.066,-118.295,47.979,-122.205
2186606,26045,26163,2020,1,1,2,42.743,-84.724,42.251,-83.198
2186929,51107,06065,2020,1,1,1,38.949,-77.443,33.8,-116.419
2186987,19103,19103,2020,1,1,119,41.67,-91.557,41.669,-91.557
2187684,35005,35053,2020,1,1,3,33.35,-104.468,34.166,-106.026
2187686,24047,24045,2020,1,1,3,38.239,-75.326,38.36,-75.601
2187857,22095,48029,2020,1,1,1,30.071,-90.485,29.418,-98.541
2188356,48085,37051,2020,1,1,1,33.15,-96.835,35.055,-79.002
2188486,13085,13085,2020,1,1,3,34.422,-84.115,34.375,-84.111
2189317,51760,51730,2020,1,1,1,37.503,-77.485,37.208,-77.392
2189439,31109,06037,2020,1,1,1,40.803,-96.697,34.082,-118.4
2189738,06075,06071,2020,1,1,1,37.771,-122.436,34.243,-116.903
2189739,26125,39173,2020,1,1,2,42.666,-83.207,41.387,-83.646
2189755,13179,12057,2020,1,1,1,31.744,-81.297,27.997,-82.443
2189907,48113,48139,2020,1,1,27,32.717,-96.828,32.475,-96.826
2190040,22105,22087,2020,1,1,4,30.491,-90.471,29.983,-90.011
2190308,28143,28143,2020,1,1,1,34.704,-90.379,34.704,-90.379
2190436,37035,37097,2020,1,1,2,35.643,-81.183,35.678,-80.865
2190714,05051,48453,2020,1,1,1,34.592,-92.942,30.323,-97.755
2191029,36119,36103,2020,1,1,1,40.914,-73.808,40.762,-73.325
2191106,28021,28021,2020,1,1,10,31.959,-90.983,31.959,-90.983
2191525,36037,36117,2020,1,1,1,43.029,-77.954,43.066,-77.181
2191747,01089,13121,2020,1,1,1,34.706,-86.611,33.791,-84.48
2192113,48121,48485,2020,1,1,2,33.115,-97.17,33.922,-98.52
2192204,51155,51121,2020,1,1,1,37.111,-80.598,37.143,-80.384
2192415,39085,39007,2020,1,1,1,41.699,-81.34,41.865,-80.825
2192493,36029,36003,2020,1,1,1,43.009,-78.765,42.121,-77.948
2192711,45051,45025,2020,1,1,1,33.808,-78.719,34.707,-80.191
2192727,06059,55079,2020,1,1,1,33.8,-117.919,43.037,-87.919
2192742,18127,18097,2020,1,1,1,41.418,-87.055,39.78,-86.143
2192831,18163,48037,2020,1,1,1,37.971,-87.568,33.459,-94.078
2193038,17007,17201,2020,1,1,3,42.24,-88.878,42.257,-89.018
2193369,27005,27001,2020,1,1,1,46.8,-95.838,46.442,-93.361
2193422,22087,22071,2020,1,1,95,29.98,-90.007,29.967,-90.049
2193474,17183,17089,2020,1,1,1,39.921,-87.656,41.957,-88.279
2194548,41051,41039,2020,1,1,4,45.534,-122.643,44.062,-123.114
2194619,17031,34013,2020,1,1,1,41.696,-87.699,40.825,-74.21
2194761,55109,27037,2020,1,1,1,44.962,-92.732,44.732,-92.861
2195104,48453,48121,2020,1,1,3,30.323,-97.755,33.095,-97.033
2195469,13103,13103,2020,1,1,6,32.28,-81.224,32.28,-81.224
2195479,47113,47077,2020,1,1,1,35.644,-88.839,35.662,-88.397
2195686,48453,48091,2020,1,1,5,30.347,-97.739,29.798,-98.146
2195689,21125,21125,2020,1,1,10,37.092,-84.081,37.092,-84.081
2196387,51009,51009,2020,1,1,1,37.5,-79.0,37.5,-79.0
2197477,01133,22087,2020,1,1,1,34.104,-87.284,29.983,-90.011
2197544,48143,48125,2020,1,1,1,32.216,-98.219,33.798,-100.612
2197589,51510,42091,2020,1,1,1,38.817,-77.091,40.25,-75.645
2197728,54093,54093,2020,1,1,3,39.015,-79.441,39.013,-79.447
2198017,36029,18063,2020,1,1,1,42.966,-78.871,39.767,-86.441
2198811,24009,51059,2020,1,1,4,38.622,-76.552,38.805,-77.237
2198868,54011,39049,2020,1,1,1,38.408,-82.44,40.041,-83.143
2199000,34031,36111,2020,1,1,1,40.948,-74.242,42.033,-74.127
2199331,16027,41013,2020,1,1,1,43.579,-116.57,44.145,-120.583
2199384,04007,04021,2020,1,1,1,34.287,-111.657,33.058,-112.012
2199473,19103,17067,2020,1,1,1,41.647,-91.537,40.415,-91.135
2199539,27123,08031,2020,1,1,1,45.014,-93.157,39.714,-104.922
2199557,06059,32003,2020,1,1,11,33.703,-117.884,35.999,-115.098
2199724,51760,51550,2020,1,1,1,37.53,-77.493,36.763,-76.296
2199983,48029,48013,2020,1,1,2,29.439,-98.518,28.997,-98.642
2200286,36047,25025,2020,1,1,1,40.655,-73.949,42.352,-71.055
2200522,06037,27053,2020,1,1,1,34.021,-118.412,44.977,-93.265
2200601,37119,45087,2020,1,1,1,35.209,-80.847,34.701,-81.5
2200633,12105,12049,2020,1,1,1,27.899,-81.818,27.579,-81.888
2202776,01101,01101,2020,1,1,218,32.363,-86.245,32.364,-86.245
2202847,26121,26139,2020,1,1,2,43.215,-86.257,43.01,-86.203
2202984,48091,48209,2020,1,1,6,29.749,-98.137,29.951,-97.921
2203043,06037,12095,2020,1,1,2,34.008,-118.393,28.502,-81.368
2203090,37183,13317,2020,1,1,1,35.788,-78.499,33.825,-82.949
2203457,38089,38089,2020,1,1,6,46.88,-102.779,46.88,-102.779
2203501,47037,51069,2020,1,1,1,36.2,-86.792,39.254,-78.243
2203586,48055,48453,2020,1,1,2,29.766,-97.744,30.323,-97.755
2203930,18063,42055,2020,1,1,1,39.767,-86.392,40.141,-77.665
2204521,17037,19153,2020,1,1,1,41.645,-88.729,41.586,-93.631
2204586,04027,04027,2020,1,1,62,32.656,-114.556,32.655,-114.564
2204696,36067,37035,2020,1,1,1,43.053,-76.129,35.674,-81.356
2204807,48221,48095,2020,1,1,2,32.45,-97.761,31.169,-100.077
2204818,32003,32001,2020,1,1,1,36.181,-115.317,39.475,-118.777
2205428,06013,24003,2020,1,1,1,37.928,-122.053,39.154,-76.705
2205492,36103,34007,2020,1,1,1,40.691,-73.425,39.868,-75.03
2205689,06073,48371,2020,1,1,1,32.713,-117.164,30.797,-103.066
2205710,48401,48113,2020,1,1,1,32.077,-94.954,32.784,-96.634
2206777,28133,28035,2020,1,1,1,33.356,-90.58,31.274,-89.247
2207084,12001,12021,2020,1,1,1,29.639,-82.342,26.142,-81.795
2207257,42019,42007,2020,1,1,1,40.683,-80.126,40.703,-80.203
2207420,47037,21047,2020,1,1,1,36.2,-86.792,36.665,-87.475
2207907,26163,39113,2020,1,1,2,42.386,-83.295,39.831,-84.204
2208088,51700,51095,2020,1,1,2,37.127,-76.524,37.292,-76.743
2208136,42117,42035,2020,1,1,1,41.997,-77.125,41.118,-77.605
2208486,01073,01055,2020,1,1,1,33.542,-86.794,34.003,-85.88
2209486,51059,51137,2020,1,1,1,38.8,-77.152,38.201,-77.955
2209731,01009,01117,2020,1,1,1,33.948,-86.766,33.386,-86.76
2209977,51013,29510,2020,1,1,1,38.88,-77.107,38.627,-90.199
2210220,45007,45077,2020,1,1,2,34.661,-82.622,34.694,-82.815
2211141,55063,27163,2020,1,1,1,43.806,-91.209,44.905,-92.924
2211177,51121,51165,2020,1,1,1,37.098,-80.574,38.403,-78.824
2211302,42097,42097,2020,1,1,16,40.833,-76.555,40.834,-76.57
2211470,29095,20091,2020,1,1,59,39.084,-94.533,38.944,-94.708
2211550,17197,17179,2020,1,1,2,41.606,-88.075,40.659,-89.47
2211695,53073,48329,2020,1,1,1,48.847,-122.591,31.997,-102.078
2211848,40063,40149,2020,1,1,1,35.082,-96.408,35.309,-98.717
2212240,06115,06019,2020,1,1,2,39.152,-121.585,37.269,-119.307
2212519,47109,47109,2020,1,1,1,35.176,-88.588,35.176,-88.588
2213213,13021,37183,2020,1,1,1,32.849,-83.654,35.844,-78.658
2213271,47063,47063,2020,1,1,24,36.209,-83.304,36.208,-83.303
2213545,22033,22009,2020,1,1,1,30.458,-91.14,30.984,-91.962
2213890,45045,45045,2020,1,1,304,34.835,-82.327,34.835,-82.324
2213956,37001,42003,2020,1,1,1,36.052,-79.4,40.468,-80.065
2214292,10005,34005,2020,1,1,1,38.541,-75.062,39.967,-74.943
2214469,48013,48001,2020,1,1,1,28.918,-98.544,31.762,-95.649
2214765,34003,34029,2020,1,1,2,40.853,-74.067,40.04,-74.352
2214958,34023,31109,2020,1,1,1,40.552,-74.466,40.803,-96.697
2215106,28051,47069,2020,1,1,1,32.961,-90.149,35.384,-89.091
2215293,36047,34017,2020,1,1,16,40.663,-73.952,40.73,-74.06
2215357,06037,36061,2020,1,1,17,34.04,-118.327,40.743,-73.989
2215493,17015,36059,2020,1,1,1,42.102,-90.018,40.699,-73.507
2215832,27053,27059,2020,1,1,1,45.126,-93.451,45.591,-93.291
2216569,36047,25023,2020,1,1,1,40.706,-73.97,42.085,-71.027
2216834,13089,12057,2020,1,1,1,33.943,-84.306,27.997,-82.443
2216907,31019,31125,2020,1,1,1,40.699,-99.082,41.363,-97.969
2217106,51630,51760,2020,1,1,1,38.298,-77.483,37.53,-77.493
2217207,37183,24021,2020,1,1,1,36.06,-78.684,39.333,-77.431
2217794,21059,21093,2020,1,1,3,37.765,-87.102,37.822,-85.768
2218076,40027,40143,2020,1,1,1,35.327,-97.464,36.109,-95.914
2218263,36067,42003,2020,1,1,1,43.053,-76.129,40.431,-79.981
2218266,40037,40149,2020,1,1,4,36.024,-96.296,35.309,-98.717
2218872,48501,22071,2020,1,1,1,33.035,-102.62,29.935,-90.08
2219491,37037,37105,2020,1,1,1,35.6,-79.168,35.407,-79.218
2219499,06059,36053,2020,1,1,2,33.618,-117.874,42.747,-75.77
2219824,13247,13189,2020,1,1,1,33.695,-83.952,33.477,-82.508
2219909,44009,44003,2020,1,1,4,41.588,-71.521,41.69,-71.497
2220146,51089,51163,2020,1,1,1,36.594,-79.86,38.003,-79.421
2220223,37065,45019,2020,1,1,1,35.816,-77.439,32.601,-80.092
2220324,55111,55021,2020,1,1,3,43.595,-89.782,43.476,-89.593
2220626,09001,49057,2020,1,1,1,41.145,-73.343,41.21,-111.942
2220649,37189,37123,2020,1,1,3,36.215,-81.658,35.17,-79.861
2220728,55027,55133,2020,1,1,1,43.42,-88.46,43.061,-88.114
2222093,36119,12099,2020,1,1,1,41.006,-73.667,26.374,-80.135
2222134,17031,40125,2020,1,1,1,41.834,-87.732,35.348,-96.934
2222315,13059,13319,2020,1,1,17,33.96,-83.399,32.678,-83.174
2222516,33013,25009,2020,1,1,1,43.162,-71.796,42.525,-70.885
2223217,21235,47015,2020,1,1,1,36.736,-84.17,35.831,-85.979
2223567,06061,32005,2020,1,1,1,39.019,-120.831,38.896,-119.747
2223631,27123,27001,2020,1,1,9,44.987,-93.104,46.442,-93.361
2224299,37171,24033,2020,1,1,1,36.333,-80.724,38.905,-76.873
2224495,12119,12095,2020,1,1,2,28.802,-82.05,28.54,-81.378
2224608,48309,36061,2020,1,1,1,31.547,-97.169,40.771,-73.974
2224738,37183,37123,2020,1,1,68,35.814,-78.67,35.179,-79.865
2224743,06037,26161,2020,1,1,1,34.102,-118.341,42.314,-84.008
2224969,40013,40013,2020,1,1,18,34.005,-96.399,34.006,-96.399
2225226,01051,01051,2020,1,1,16,32.522,-86.27,32.53,-86.29
2225282,29169,45075,2020,1,1,1,37.744,-92.119,33.631,-80.927
2225836,26161,06037,2020,1,1,1,42.246,-83.602,34.072,-118.357
2226385,24027,24005,2020,1,1,14,39.205,-76.802,39.323,-76.7
2226475,13069,13051,2020,1,1,1,31.507,-82.852,32.014,-81.037
2226516,25001,25005,2020,1,1,1,41.787,-70.544,41.668,-70.939
2227162,47149,47153,2020,1,1,1,35.847,-86.41,35.411,-85.381
2227212,45049,45049,2020,1,1,5,32.85,-81.081,32.853,-81.086
2227412,29037,29095,2020,1,1,1,38.818,-94.529,39.088,-94.378
2227437,11001,51047,2020,1,1,1,38.899,-77.014,38.472,-78.0
2228038,12095,36061,2020,1,1,4,28.414,-81.472,40.764,-73.978
2228356,48113,06075,2020,1,1,1,32.82,-96.762,37.709,-122.447
2228818,01125,01009,2020,1,1,1,33.167,-87.555,33.843,-86.818
2228823,21117,39017,2020,1,1,1,39.014,-84.601,39.342,-84.407
2228977,37025,37025,2020,1,1,98,35.414,-80.629,35.418,-80.627
2229680,26155,26099,2020,1,1,1,43.051,-83.965,42.493,-83.027
2229699,06061,06067,2020,1,1,26,38.844,-121.147,38.59,-121.378
2230073,36103,37067,2020,1,1,1,40.937,-73.016,36.087,-80.245
2230270,13089,45075,2020,1,1,1,33.875,-84.315,33.631,-80.927
2230620,13051,13251,2020,1,1,1,32.009,-81.101,32.587,-81.538
2230897,22005,22005,2020,1,1,81,30.244,-90.926,30.24,-90.922
2230924,41051,41033,2020,1,1,1,45.536,-122.631,42.429,-123.322
2230947,36061,24027,2020,1,1,1,40.781,-73.969,39.298,-77.023
2231172,51107,51600,2020,1,1,1,38.956,-77.448,38.846,-77.306
2231440,53073,06029,2020,1,1,1,48.938,-122.766,35.726,-117.829
2231491,20129,04013,2020,1,1,1,37.353,-101.713,33.406,-111.738
